Year,ACO_ID,State_Name,County_Name,State_ID,County_ID,AB_Psn_Yrs_ESRD,AB_Psn_Yrs_DIS,AB_Psn_Yrs_AGDU,AB_Psn_Yrs_AGND,Tot_AB_Psn_Yrs,Tot_AB
2014,A18256,Wisconsin,Dane,52,120,.,*,*,*,*,*
2014,A18256,Wisconsin,Dodge,52,130,*,*,.,*,11.33,13
2014,A18256,Wisconsin,Door,52,140,.,.,.,*,*,*
2014,A18256,Wisconsin,Dunn,52,160,.,*,.,*,*,*
2014,A18256,Wisconsin,Fond du Lac,52,190,.,*,*,*,*,*
2014,A18256,Wisconsin,Forest,52,200,.,.,.,*,*,*
2014,A18256,Wisconsin,Grant,52,210,.,.,.,*,*,*
2014,A18256,Wisconsin,Green,52,220,.,.,.,*,*,*
2014,A18256,Wisconsin,Green Lake,52,230,.,*,.,.,*,*
2014,A18256,Wisconsin,Iowa,52,240,.,.,.,*,*,*
2014,A18256,Wisconsin,Iron,52,250,.,.,.,*,*,*
2014,A18256,Wisconsin,Jefferson,52,270,.,*,*,*,16.83,18
2014,A18256,Wisconsin,Juneau,52,280,.,.,.,*,*,*
2014,A18256,Wisconsin,Kenosha,52,290,10.08,214.75,61,504.25,790.08,820
2014,A18256,Wisconsin,La Crosse,52,310,.,.,*,*,*,*
2014,A18256,Wisconsin,Lafayette,52,320,.,*,.,*,*,*
2014,A18256,Wisconsin,Langlade,52,330,.,.,.,*,*,*
2014,A18256,Wisconsin,Lincoln,52,340,.,*,.,.,*,*
2014,A18256,Wisconsin,Manitowoc,52,350,.,*,*,*,*,*
2014,A18256,Wisconsin,Marathon,52,360,.,*,.,*,*,*
2014,A18256,Wisconsin,Marinette,52,370,.,.,.,*,*,*
2014,A18256,Wisconsin,Marquette,52,380,.,*,.,.,*,*
2014,A18256,Wisconsin,Menominee,52,381,.,*,.,.,*,*
2014,A18256,Wisconsin,Milwaukee,52,390,255.58,2846.92,1300.92,3160.08,7563.5,8025
2014,A18256,Wisconsin,Monroe,52,400,.,.,.,*,*,*
2014,A18256,Wisconsin,Oneida,52,420,.,*,.,*,*,*
2014,A18256,Wisconsin,Outagamie,52,430,.,*,.,*,*,*
2014,A18256,Wisconsin,Ozaukee,52,440,*,35.17,*,296.83,347.75,363
2014,A18256,Wisconsin,Portage,52,480,.,.,.,*,*,*
2014,A18256,Wisconsin,Price,52,490,.,*,.,*,*,*
2014,A18256,Wisconsin,Racine,52,500,*,63.33,*,170.17,252.75,271
2014,A18256,Wisconsin,Rock,52,520,.,*,*,*,10.92,12
2014,A18256,Wisconsin,Sauk,52,550,.,*,.,*,*,*
2014,A18256,Wisconsin,Shawano,52,570,.,*,.,*,*,*
2014,A18256,Wisconsin,Sheboygan,52,580,*,*,22.17,21.92,63.92,68
2014,A18256,Wisconsin,Trempealeau,52,600,.,*,.,*,*,*
2014,A18256,Wisconsin,Vilas,52,620,*,*,*,*,*,*
2014,A18256,Wisconsin,Walworth,52,630,*,*,*,38.92,59.92,65
2014,A18256,Wisconsin,Washington,52,650,*,*,*,89.75,113.33,122
2014,A18256,Wisconsin,Waukesha,52,660,15.5,170.17,81.5,858.67,1125.83,1261
2014,A18256,Wisconsin,Waupaca,52,670,.,.,*,*,*,*
2014,A18256,Wisconsin,Waushara,52,680,.,.,.,*,*,*
2014,A18256,Wisconsin,Winnebago,52,690,.,*,*,*,*,*
2014,A18256,Wisconsin,Wood,52,700,.,.,*,.,*,*
2014,A18256,Wyoming,Big Horn,53,010,.,.,.,*,*,*
2014,A70756,Alabama,Autauga,01,000,.,*,.,.,*,*
2014,A70756,Alabama,Jefferson,01,360,.,.,.,*,*,*
2014,A70756,Alabama,Madison,01,440,.,*,.,.,*,*
2014,A70756,Alabama,Russell,01,560,.,.,.,*,*,*
2014,A70756,Alabama,Talladega,01,600,.,.,.,*,*,*
2014,A70756,Arizona,Pima,03,090,.,*,.,.,*,*
2014,A70756,California,Los Angeles,05,200,.,*,.,.,*,*
2014,A70756,California,Orange,05,400,.,.,.,*,*,*
2014,A70756,California,Sacramento,05,440,.,.,.,*,*,*
2014,A70756,California,San Diego,05,470,.,.,.,*,*,*
2014,A70756,Colorado,Jefferson,06,290,.,.,.,*,*,*
2014,A70756,Connecticut,Fairfield,07,000,.,.,.,*,*,*
2014,A70756,Connecticut,Hartford,07,010,.,.,.,*,*,*
2014,A70756,Connecticut,Litchfield,07,020,.,.,.,*,*,*
2014,A70756,Connecticut,New London,07,050,.,.,.,*,*,*
2014,A70756,Delaware,New Castle,08,010,.,*,.,*,*,*
2014,A70756,Florida,Alachua,10,000,.,.,.,*,*,*
2014,A70756,Florida,Brevard,10,040,.,.,.,*,*,*
2014,A70756,Florida,Broward,10,050,.,*,.,*,*,*
2014,A70756,Florida,Clay,10,090,.,.,.,*,*,*
2014,A70756,Florida,Miami-Dade,10,120,.,.,.,*,*,*
2014,A70756,Florida,Duval,10,150,.,.,.,*,*,*
2014,A70756,Florida,Hernando,10,260,.,.,.,*,*,*
2014,A70756,Florida,Hillsborough,10,280,.,*,.,*,*,*
2014,A70756,Florida,Lee,10,350,.,*,.,.,*,*
2014,A70756,Florida,Marion,10,410,.,.,.,*,*,*
2014,A70756,Florida,Martin,10,420,.,.,.,*,*,*
2014,A70756,Florida,Monroe,10,430,.,.,*,*,*,*
2014,A70756,Florida,Nassau,10,440,.,.,.,*,*,*
2014,A70756,Florida,Okaloosa,10,450,.,.,.,*,*,*
2014,A70756,Florida,Orange,10,470,.,.,.,*,*,*
2014,A70756,Florida,Palm Beach,10,490,.,.,.,*,*,*
2014,A70756,Florida,Polk,10,520,.,.,*,*,*,*
2014,A70756,Florida,Putnam,10,530,.,.,.,*,*,*
2014,A70756,Florida,St. Johns,10,540,.,*,.,*,*,*
2014,A70756,Florida,Seminole,10,580,.,.,.,*,*,*
2014,A70756,Florida,Sumter,10,590,.,.,.,*,*,*
2014,A70756,Florida,Volusia,10,630,.,.,.,*,*,*
2014,A70756,Georgia,Appling,11,000,*,*,.,*,26,26
2014,A70756,Georgia,Bacon,11,011,.,.,.,*,*,*
2014,A70756,Georgia,Baldwin,11,030,.,*,.,*,*,*
2014,A70756,Georgia,Barrow,11,050,.,*,.,.,*,*
2014,A70756,Georgia,Bartow,11,060,.,.,.,*,*,*
2014,A70756,Georgia,Bibb,11,090,.,.,.,*,*,*
2014,A70756,Georgia,Brantley,11,110,.,*,.,.,*,*
2014,A70756,Georgia,Bryan,11,130,*,63,*,579.17,655.33,674
2014,A70756,Georgia,Bulloch,11,140,.,*,*,69,84.58,86
2014,A70756,Georgia,Burke,11,150,.,.,.,*,*,*
2014,A70756,Georgia,Camden,11,170,.,.,.,*,*,*
2014,A70756,Georgia,Candler,11,180,.,*,.,*,*,*
2014,A70756,Georgia,Chatham,11,220,103.75,648.75,142.5,4675,5570,5763
2014,A70756,Georgia,Clayton,11,280,.,*,*,*,*,*
2014,A70756,Georgia,Cobb,11,290,.,.,.,*,*,*
2014,A70756,Georgia,Coffee,11,291,.,.,.,*,*,*
2014,A70756,Georgia,Columbia,11,310,.,*,.,*,*,*
2014,A70756,Georgia,Coweta,11,320,.,.,.,*,*,*
2014,A70756,Georgia,Dawson,11,350,.,*,.,.,*,*
2014,A70756,Georgia,DeKalb,11,370,.,*,*,*,19,19
2014,A70756,Georgia,Dougherty,11,390,.,*,.,*,*,*
2014,A70756,Georgia,Effingham,11,421,*,95.67,*,460.33,570.75,589
2014,A70756,Georgia,Emanuel,11,440,.,*,.,*,*,*
2014,A70756,Georgia,Evans,11,441,*,*,.,*,18,18
2014,A70756,Georgia,Forsyth,11,461,.,.,.,*,*,*
2014,A70756,Georgia,Fulton,11,470,.,.,*,*,*,*
2014,A70756,Georgia,Gilmer,11,471,.,.,.,*,*,*
2014,A70756,Georgia,Glynn,11,490,*,*,*,*,25.33,27
2014,A70756,Georgia,Grady,11,510,.,.,.,*,*,*
2014,A70756,Georgia,Gwinnett,11,530,.,*,.,*,*,*
2014,A70756,Georgia,Hall,11,550,.,.,.,*,*,*
2014,A70756,Georgia,Harris,11,580,.,.,.,*,*,*
2014,A70756,Georgia,Henry,11,591,.,.,.,*,*,*
2014,A70756,Georgia,Houston,11,600,.,*,.,.,*,*
2014,A70756,Georgia,Jackson,11,610,.,.,.,*,*,*
2014,A70756,Georgia,Jeff Davis,11,612,.,*,.,*,*,*
2014,A70756,Georgia,Jenkins,11,630,*,*,.,.,*,*
2014,A70756,Georgia,Lamar,11,651,.,.,*,*,*,*
2014,A70756,Georgia,Laurens,11,660,.,.,.,*,*,*
2014,A70756,Georgia,Liberty,11,680,17.42,237.5,38.67,997.67,1291.25,1330
2014,A70756,Georgia,Long,11,691,*,40.58,*,116.17,170.92,181
2014,A70756,Georgia,Lowndes,11,700,.,.,.,*,*,*
2014,A70756,Georgia,Lumpkin,11,701,.,.,.,*,*,*
2014,A70756,Georgia,McDuffie,11,702,.,*,.,*,*,*
2014,A70756,Georgia,McIntosh,11,703,*,*,*,*,116.17,120
2014,A70756,Georgia,Montgomery,11,770,.,.,.,*,*,*
2014,A70756,Georgia,Muscogee,11,780,.,.,.,*,*,*
2014,A70756,Georgia,Newton,11,790,.,.,.,*,*,*
2014,A70756,Georgia,Paulding,11,810,.,.,.,*,*,*
2014,A70756,Georgia,Pierce,11,820,.,.,.,*,*,*
2014,A70756,Georgia,Richmond,11,840,.,*,.,*,*,*
2014,A70756,Georgia,Screven,11,850,.,*,*,*,21,21
2014,A70756,Georgia,Tattnall,11,882,.,*,*,27.42,37.5,39
2014,A70756,Georgia,Toombs,11,901,.,.,.,*,*,*
2014,A70756,Georgia,Towns,11,902,.,.,.,*,*,*
2014,A70756,Georgia,Troup,11,910,.,.,.,*,*,*
2014,A70756,Georgia,Walker,11,921,.,.,.,*,*,*
2014,A70756,Georgia,Walton,11,930,.,.,.,*,*,*
2014,A70756,Georgia,Ware,11,940,.,*,.,*,*,*
2014,A70756,Georgia,Washington,11,950,.,.,.,*,*,*
2014,A70756,Georgia,Wayne,11,960,*,*,*,38,56.75,58
2014,A70756,Georgia,Worth,11,980,.,.,.,*,*,*
2014,A70756,Hawaii,Maui,12,050,.,*,.,.,*,*
2014,A70756,Illinois,Cook,14,141,.,.,.,*,*,*
2014,A70756,Illinois,Rock Island,14,890,.,.,.,*,*,*
2014,A70756,Illinois,Sangamon,14,920,.,.,.,*,*,*
2014,A70756,Indiana,Henry,15,320,.,*,.,.,*,*
2014,A70756,Indiana,Vigo,15,830,.,.,.,*,*,*
2014,A70756,Iowa,Dubuque,16,300,.,.,.,*,*,*
2014,A70756,Louisiana,Orleans,19,350,.,.,*,.,*,*
2014,A70756,Maine,Hancock,20,040,.,.,.,*,*,*
2014,A70756,Maine,Kennebec,20,050,.,*,.,.,*,*
2014,A70756,Maryland,Anne Arundel,21,010,.,*,.,.,*,*
2014,A70756,Maryland,Baltimore,21,020,.,*,.,.,*,*
2014,A70756,Maryland,Montgomery,21,150,.,*,.,.,*,*
2014,A70756,Massachusetts,Norfolk,22,130,.,.,.,*,*,*
2014,A70756,Massachusetts,Suffolk,22,160,.,.,.,*,*,*
2014,A70756,Massachusetts,Worcester,22,170,.,.,.,*,*,*
2014,A70756,Michigan,Hillsdale,23,290,.,.,.,*,*,*
2014,A70756,Minnesota,Scott,24,690,.,*,.,.,*,*
2014,A70756,Minnesota,Washington,24,810,.,.,.,*,*,*
2014,A70756,Mississippi,Jackson,25,290,.,.,.,*,*,*
2014,A70756,Mississippi,Washington,25,750,.,.,.,*,*,*
2014,A70756,Missouri,St. Louis City,26,950,.,.,.,*,*,*
2014,A70756,Nevada,Clark,29,010,.,*,.,.,*,*
2014,A70756,New Hampshire,Belknap,30,000,.,.,.,*,*,*
2014,A70756,New Hampshire,Carroll,30,010,.,.,.,*,*,*
2014,A70756,New Hampshire,Grafton,30,040,.,.,.,*,*,*
2014,A70756,New Hampshire,Strafford,30,080,.,.,.,*,*,*
2014,A70756,New Jersey,Camden,31,160,.,*,*,*,*,*
2014,A70756,New Jersey,Cape May,31,180,.,.,.,*,*,*
2014,A70756,New Jersey,Mercer,31,260,.,.,.,*,*,*
2014,A70756,New Jersey,Somerset,31,350,.,.,.,*,*,*
2014,A70756,New York,Allegany,33,010,.,.,.,*,*,*
2014,A70756,New York,Erie,33,240,.,.,.,*,*,*
2014,A70756,New York,Madison,33,360,.,.,.,*,*,*
2014,A70756,New York,Nassau,33,400,.,.,.,*,*,*
2014,A70756,New York,New York,33,420,.,.,*,*,*,*
2014,A70756,New York,Niagara,33,500,.,.,.,*,*,*
2014,A70756,New York,Putnam,33,580,*,.,.,.,*,*
2014,A70756,New York,Queens,33,590,.,.,.,*,*,*
2014,A70756,New York,Saratoga,33,640,.,.,.,*,*,*
2014,A70756,North Carolina,Cabarrus,34,120,.,.,.,*,*,*
2014,A70756,North Carolina,Chatham,34,180,.,.,.,*,*,*
2014,A70756,North Carolina,Cumberland,34,250,*,*,.,.,*,*
2014,A70756,North Carolina,Dare,34,270,.,*,.,.,*,*
2014,A70756,North Carolina,Davie,34,290,.,.,.,*,*,*
2014,A70756,North Carolina,Gaston,34,350,.,.,.,*,*,*
2014,A70756,North Carolina,Halifax,34,410,.,.,.,*,*,*
2014,A70756,North Carolina,Macon,34,560,.,.,.,*,*,*
2014,A70756,North Carolina,Mecklenburg,34,590,.,.,.,*,*,*
2014,A70756,North Carolina,Pasquotank,34,690,.,*,.,.,*,*
2014,A70756,Ohio,Cuyahoga,36,170,.,.,.,*,*,*
2014,A70756,Ohio,Hancock,36,330,.,.,*,.,*,*
2014,A70756,Ohio,Trumbull,36,790,.,.,.,*,*,*
2014,A70756,Ohio,Vinton,36,830,.,*,.,.,*,*
2014,A70756,Oklahoma,Oklahoma,37,540,.,.,.,*,*,*
2014,A70756,Oregon,Multnomah,38,250,.,.,.,*,*,*
2014,A70756,Pennsylvania,Dauphin,39,280,.,.,.,*,*,*
2014,A70756,Pennsylvania,Lancaster,39,440,.,*,.,.,*,*
2014,A70756,Pennsylvania,Philadelphia,39,620,.,*,.,*,*,*
2014,A70756,Pennsylvania,York,39,800,.,.,.,*,*,*
2014,A70756,Puerto Rico,Lajas,40,390,.,.,.,*,*,*
2014,A70756,Rhode Island,Providence,41,030,.,*,.,.,*,*
2014,A70756,South Carolina,Aiken,42,010,.,*,.,.,*,*
2014,A70756,South Carolina,Beaufort,42,060,*,*,*,*,93.58,97
2014,A70756,South Carolina,Charleston,42,090,.,*,.,*,*,*
2014,A70756,South Carolina,Colleton,42,140,.,.,.,*,*,*
2014,A70756,South Carolina,Greenville,42,220,.,.,.,*,*,*
2014,A70756,South Carolina,Hampton,42,240,*,.,.,*,12.75,13
2014,A70756,South Carolina,Jasper,42,260,*,*,*,108.67,121.08,125
2014,A70756,South Carolina,Lancaster,42,280,.,.,.,*,*,*
2014,A70756,South Carolina,Orangeburg,42,370,.,.,*,.,*,*
2014,A70756,South Carolina,Pickens,42,380,.,.,.,*,*,*
2014,A70756,South Carolina,Richland,42,390,.,.,.,*,*,*
2014,A70756,South Carolina,Spartanburg,42,410,*,.,.,.,*,*
2014,A70756,South Carolina,Sumter,42,420,.,*,.,.,*,*
2014,A70756,South Carolina,York,42,450,.,.,.,*,*,*
2014,A70756,South Dakota,Pennington,43,510,.,.,.,*,*,*
2014,A70756,Tennessee,Blount,44,040,.,.,.,*,*,*
2014,A70756,Tennessee,Bradley,44,050,.,.,.,*,*,*
2014,A70756,Tennessee,Davidson,44,180,.,.,.,*,*,*
2014,A70756,Tennessee,Giles,44,270,.,.,.,*,*,*
2014,A70756,Tennessee,Jefferson,44,440,.,.,.,*,*,*
2014,A70756,Tennessee,Rhea,44,710,.,.,.,*,*,*
2014,A70756,Tennessee,Sevier,44,770,.,.,.,*,*,*
2014,A70756,Tennessee,Shelby,44,780,.,.,.,*,*,*
2014,A70756,Tennessee,Sullivan,44,810,.,*,.,*,*,*
2014,A70756,Texas,Armstrong,45,050,.,.,.,*,*,*
2014,A70756,Texas,Bexar,45,130,.,.,.,*,*,*
2014,A70756,Texas,Collin,45,310,.,.,.,*,*,*
2014,A70756,Texas,Harris,45,610,.,*,.,*,*,*
2014,A70756,Texas,Howard,45,661,.,.,*,.,*,*
2014,A70756,Texas,Wichita,45,960,.,.,.,*,*,*
2014,A70756,Virgin Islands,St. Croix,48,010,.,.,.,*,*,*
2014,A70756,Virginia,Alexandria City,49,011,.,.,.,*,*,*
2014,A70756,Virginia,Chesapeake City,49,194,.,.,.,*,*,*
2014,A70756,Virginia,Chesterfield,49,200,*,.,.,.,*,*
2014,A70756,Virginia,Fairfax,49,290,.,.,.,*,*,*
2014,A70756,Virginia,Newport News City,49,622,.,*,.,.,*,*
2014,A70756,Virginia,Virginia Beach City,49,921,.,.,.,*,*,*
2014,A70756,Washington,Pierce,50,260,.,.,.,*,*,*
2014,A70756,West Virginia,Berkeley,51,010,.,.,.,*,*,*
2014,A70756,West Virginia,Harrison,51,160,.,.,.,*,*,*
2014,A70756,West Virginia,Logan,51,220,.,*,.,*,*,*
2014,A70756,West Virginia,Nicholas,51,330,.,.,.,*,*,*
2014,A70756,Wisconsin,Outagamie,52,430,.,.,.,*,*,*
2014,A51059,Alabama,Baldwin,01,010,.,.,.,*,*,*
2014,A51059,Alabama,Mobile,01,480,*,*,*,*,16.33,17
2014,A51059,Alabama,Monroe,01,490,.,*,*,*,*,*
2014,A51059,Alabama,St. Clair,01,570,.,.,.,*,*,*
2014,A51059,Alabama,Washington,01,640,.,.,*,*,*,*
2014,A51059,Alaska,Anchorage,02,020,.,.,.,*,*,*
2014,A51059,Alaska,Fairbanks North Star,02,090,.,.,.,*,*,*
2014,A51059,Arkansas,Saline,04,620,.,.,.,*,*,*
2014,A51059,California,Riverside,05,430,.,*,.,.,*,*
2014,A51059,Colorado,Arapahoe,06,020,.,.,.,*,*,*
2014,A51059,Colorado,Larimer,06,340,.,.,.,*,*,*
2014,A51059,Florida,Alachua,10,000,.,.,.,*,*,*
2014,A51059,Florida,Clay,10,090,.,.,.,*,*,*
2014,A51059,Florida,Miami-Dade,10,120,.,.,.,*,*,*
2014,A51059,Florida,Duval,10,150,.,.,.,*,*,*
2014,A51059,Florida,Escambia,10,160,.,.,.,*,*,*
2014,A51059,Florida,Gulf,10,220,.,*,.,.,*,*
2014,A51059,Florida,Lake,10,340,.,.,.,*,*,*
2014,A51059,Florida,Monroe,10,430,.,.,.,*,*,*
2014,A51059,Florida,Santa Rosa,10,560,.,.,*,*,*,*
2014,A51059,Florida,Sumter,10,590,.,.,.,*,*,*
2014,A51059,Georgia,Cobb,11,290,.,.,.,*,*,*
2014,A51059,Georgia,Floyd,11,460,.,.,.,*,*,*
2014,A51059,Georgia,Forsyth,11,461,.,.,.,*,*,*
2014,A51059,Georgia,Fulton,11,470,.,.,*,.,*,*
2014,A51059,Georgia,Pickens,11,812,.,*,.,.,*,*
2014,A51059,Georgia,Richmond,11,840,.,.,.,*,*,*
2014,A51059,Georgia,Troup,11,910,.,*,.,.,*,*
2014,A51059,Illinois,Cook,14,141,.,.,.,*,*,*
2014,A51059,Illinois,Hamilton,14,410,.,.,.,*,*,*
2014,A51059,Illinois,St. Clair,14,900,.,.,.,*,*,*
2014,A51059,Illinois,Whiteside,14,988,.,.,.,*,*,*
2014,A51059,Illinois,Winnebago,14,991,.,*,.,.,*,*
2014,A51059,Indiana,Fulton,15,240,.,.,.,*,*,*
2014,A51059,Iowa,Des Moines,16,280,.,.,.,*,*,*
2014,A51059,Iowa,Linn,16,560,.,.,.,*,*,*
2014,A51059,Iowa,Ringgold,16,790,.,.,.,*,*,*
2014,A51059,Kentucky,Daviess,18,290,.,*,.,.,*,*
2014,A51059,Kentucky,Edmonson,18,291,.,.,.,*,*,*
2014,A51059,Kentucky,Jefferson,18,550,.,.,.,*,*,*
2014,A51059,Louisiana,East Baton Rouge,19,160,.,.,.,*,*,*
2014,A51059,Louisiana,Jefferson,19,250,.,.,.,*,*,*
2014,A51059,Louisiana,Lafayette,19,270,.,.,.,*,*,*
2014,A51059,Louisiana,Livingston,19,310,.,*,.,.,*,*
2014,A51059,Louisiana,Orleans,19,350,.,.,.,*,*,*
2014,A51059,Louisiana,St. Tammany,19,510,.,*,.,*,*,*
2014,A51059,Maryland,Wicomico,21,220,.,.,.,*,*,*
2014,A51059,Michigan,Jackson,23,370,.,.,.,*,*,*
2014,A51059,Mississippi,Adams,25,000,.,*,.,.,*,*
2014,A51059,Mississippi,Clarke,25,110,.,.,.,*,*,*
2014,A51059,Mississippi,Forrest,25,170,.,*,.,*,*,*
2014,A51059,Mississippi,George,25,190,*,*,.,*,17.17,18
2014,A51059,Mississippi,Greene,25,200,.,*,.,.,*,*
2014,A51059,Mississippi,Grenada,25,210,.,*,*,.,*,*
2014,A51059,Mississippi,Hancock,25,220,.,*,*,46.33,66.92,68
2014,A51059,Mississippi,Harrison,25,230,28.67,494.92,221.83,2334.75,3080.17,3161
2014,A51059,Mississippi,Hinds,25,240,.,*,.,*,*,*
2014,A51059,Mississippi,Jackson,25,290,*,371.5,*,1556.33,2040.5,2097
2014,A51059,Mississippi,Jasper,25,300,.,.,.,*,*,*
2014,A51059,Mississippi,Jefferson Davis,25,320,.,.,.,*,*,*
2014,A51059,Mississippi,Jones,25,330,.,.,.,*,*,*
2014,A51059,Mississippi,Lafayette,25,350,.,.,.,*,*,*
2014,A51059,Mississippi,Lamar,25,360,.,*,.,*,*,*
2014,A51059,Mississippi,Madison,25,440,.,.,.,*,*,*
2014,A51059,Mississippi,Newton,25,500,.,.,*,.,*,*
2014,A51059,Mississippi,Noxubee,25,510,*,.,.,*,*,*
2014,A51059,Mississippi,Pearl River,25,540,.,.,*,*,*,*
2014,A51059,Mississippi,Perry,25,550,.,.,.,*,*,*
2014,A51059,Mississippi,Pike,25,560,.,*,.,.,*,*
2014,A51059,Mississippi,Rankin,25,600,.,.,.,*,*,*
2014,A51059,Mississippi,Simpson,25,630,.,*,.,*,*,*
2014,A51059,Mississippi,Stone,25,650,.,*,*,*,33.25,34
2014,A51059,Mississippi,Sunflower,25,660,.,*,.,.,*,*
2014,A51059,Mississippi,Warren,25,740,.,*,.,.,*,*
2014,A51059,Mississippi,Wayne,25,760,.,.,.,*,*,*
2014,A51059,Missouri,Jackson,26,470,.,.,.,*,*,*
2014,A51059,Missouri,St. Francois,26,930,.,.,.,*,*,*
2014,A51059,New Jersey,Middlesex,31,270,.,.,.,*,*,*
2014,A51059,New Mexico,Bernalillo,32,000,.,.,.,*,*,*
2014,A51059,New Mexico,Colfax,32,030,.,.,.,*,*,*
2014,A51059,New Mexico,Lincoln,32,130,.,.,.,*,*,*
2014,A51059,New Mexico,Otero,32,170,.,.,.,*,*,*
2014,A51059,North Carolina,Avery,34,050,.,.,.,*,*,*
2014,A51059,North Carolina,Gaston,34,350,.,.,.,*,*,*
2014,A51059,Ohio,Delaware,36,210,.,.,.,*,*,*
2014,A51059,Oklahoma,Cleveland,37,130,.,.,.,*,*,*
2014,A51059,South Carolina,Berkeley,42,070,.,*,.,.,*,*
2014,A51059,South Carolina,Charleston,42,090,.,.,.,*,*,*
2014,A51059,South Carolina,Lancaster,42,280,.,*,.,.,*,*
2014,A51059,Tennessee,Cumberland,44,170,.,.,.,*,*,*
2014,A51059,Tennessee,Jefferson,44,440,.,.,.,*,*,*
2014,A51059,Tennessee,Sevier,44,770,.,.,*,.,*,*
2014,A51059,Tennessee,Shelby,44,780,.,*,.,*,*,*
2014,A51059,Texas,Cameron,45,240,.,.,.,*,*,*
2014,A51059,Texas,Dallas,45,390,.,*,.,.,*,*
2014,A51059,Texas,Ellis,45,470,.,.,.,*,*,*
2014,A51059,Texas,El Paso,45,480,.,.,.,*,*,*
2014,A51059,Texas,Grayson,45,564,.,.,.,*,*,*
2014,A51059,Texas,Guadalupe,45,581,.,.,.,*,*,*
2014,A51059,Texas,Hidalgo,45,650,.,*,.,.,*,*
2014,A51059,Texas,McLennan,45,780,.,.,.,*,*,*
2014,A51059,Texas,Midland,45,794,.,.,.,*,*,*
2014,A51059,Texas,Nueces,45,830,.,*,.,.,*,*
2014,A51059,Texas,Polk,45,850,.,.,.,*,*,*
2014,A51059,Texas,Smith,45,892,.,.,*,*,*,*
2014,A51059,Vermont,Bennington,47,010,.,.,.,*,*,*
2014,A51059,Virginia,Fredericksburg City,49,342,.,.,.,*,*,*
2014,A51059,West Virginia,Harrison,51,160,.,.,.,*,*,*
2014,A20167,Arkansas,Benton,04,030,.,*,.,.,*,*
2014,A20167,California,Orange,05,400,.,.,.,*,*,*
2014,A20167,California,Ventura,05,660,.,.,.,*,*,*
2014,A20167,Colorado,Chaffee,06,070,.,.,.,*,*,*
2014,A20167,Connecticut,Fairfield,07,000,.,.,.,*,*,*
2014,A20167,Connecticut,Hartford,07,010,.,.,.,*,*,*
2014,A20167,Connecticut,New Haven,07,040,.,.,.,*,*,*
2014,A20167,Connecticut,New London,07,050,.,.,.,*,*,*
2014,A20167,Delaware,New Castle,08,010,.,.,.,*,*,*
2014,A20167,District of Columbia,District of Columbia,09,000,.,.,.,*,*,*
2014,A20167,Florida,Brevard,10,040,.,.,.,*,*,*
2014,A20167,Florida,Broward,10,050,.,.,.,*,*,*
2014,A20167,Florida,Charlotte,10,070,.,.,.,*,*,*
2014,A20167,Florida,Citrus,10,080,.,.,.,*,*,*
2014,A20167,Florida,Collier,10,100,.,.,.,*,*,*
2014,A20167,Florida,DeSoto,10,130,.,.,.,*,*,*
2014,A20167,Florida,Dixie,10,140,.,*,.,.,*,*
2014,A20167,Florida,Lake,10,340,.,.,.,*,*,*
2014,A20167,Florida,Lee,10,350,.,*,.,*,*,*
2014,A20167,Florida,Manatee,10,400,.,.,.,*,*,*
2014,A20167,Florida,Palm Beach,10,490,.,*,.,.,*,*
2014,A20167,Florida,Pasco,10,500,.,.,.,*,*,*
2014,A20167,Florida,Pinellas,10,510,.,*,.,*,*,*
2014,A20167,Florida,Polk,10,520,.,.,.,*,*,*
2014,A20167,Florida,Sarasota,10,570,.,.,.,*,*,*
2014,A20167,Florida,Sumter,10,590,.,.,.,*,*,*
2014,A20167,Georgia,Chatham,11,220,.,.,.,*,*,*
2014,A20167,Georgia,Columbia,11,310,.,.,.,*,*,*
2014,A20167,Georgia,Greene,11,520,.,.,.,*,*,*
2014,A20167,Idaho,Ada,13,000,.,.,.,*,*,*
2014,A20167,Illinois,St. Clair,14,900,.,.,.,*,*,*
2014,A20167,Kansas,Sedgwick,17,860,.,*,.,.,*,*
2014,A20167,Maine,Androscoggin,20,000,.,.,*,*,*,*
2014,A20167,Maine,Kennebec,20,050,.,*,.,.,*,*
2014,A20167,Maine,Lincoln,20,070,.,.,*,.,*,*
2014,A20167,Maine,Oxford,20,080,.,*,*,*,15,15
2014,A20167,Maine,Penobscot,20,090,.,*,.,.,*,*
2014,A20167,Maine,Sagadahoc,20,110,.,.,.,*,*,*
2014,A20167,Maine,York,20,150,.,*,.,.,*,*
2014,A20167,Maryland,Montgomery,21,150,.,.,.,*,*,*
2014,A20167,Maryland,Prince George's,21,160,.,.,.,*,*,*
2014,A20167,Massachusetts,Bristol,22,020,.,.,.,*,*,*
2014,A20167,Massachusetts,Essex,22,040,.,*,*,*,*,*
2014,A20167,Massachusetts,Hampden,22,070,.,.,*,.,*,*
2014,A20167,Massachusetts,Hampshire,22,080,.,*,.,.,*,*
2014,A20167,Massachusetts,Middlesex,22,090,.,*,.,*,*,*
2014,A20167,Massachusetts,Norfolk,22,130,.,*,.,*,*,*
2014,A20167,Massachusetts,Suffolk,22,160,.,.,.,*,*,*
2014,A20167,Massachusetts,Worcester,22,170,.,*,.,.,*,*
2014,A20167,Mississippi,Pearl River,25,540,.,.,.,*,*,*
