Year,ACO_ID,State_Name,County_Name,State_ID,County_ID,AB_Psn_Yrs_ESRD,AB_Psn_Yrs_DIS,AB_Psn_Yrs_AGDU,AB_Psn_Yrs_AGND,Tot_AB_Psn_Yrs,Tot_AB
2014,A67373,Alabama,Coffee,01,150,.,.,.,*,*,*
2014,A67373,Alabama,Dale,01,220,.,*,.,.,*,*
2014,A67373,Alabama,Houston,01,340,.,.,.,*,*,*
2014,A67373,Alabama,Jefferson,01,360,.,.,.,*,*,*
2014,A67373,Alabama,Monroe,01,490,.,.,.,*,*,*
2014,A67373,Alabama,Talladega,01,600,.,.,.,*,*,*
2014,A67373,Alaska,Lake and Peninsula,02,164,.,.,.,*,*,*
2014,A67373,Alaska,Matanuska-Susitna,02,170,.,.,.,*,*,*
2014,A67373,Arizona,Maricopa,03,060,.,.,.,*,*,*
2014,A67373,Arizona,Pima,03,090,.,.,.,*,*,*
2014,A67373,Arizona,Pinal,03,100,.,.,.,*,*,*
2014,A67373,Arizona,Yavapai,03,120,.,.,.,*,*,*
2014,A67373,Arizona,Yuma,03,130,.,.,.,*,*,*
2014,A67373,Arkansas,Garland,04,250,.,.,.,*,*,*
2014,A67373,Arkansas,Washington,04,710,.,*,.,.,*,*
2014,A67373,California,Alameda,05,000,.,.,.,*,*,*
2014,A67373,California,Fresno,05,090,.,*,.,*,*,*
2014,A67373,California,Humboldt,05,110,.,.,.,*,*,*
2014,A67373,California,Kern,05,140,.,.,.,*,*,*
2014,A67373,California,Los Angeles,05,200,.,*,*,*,14,15
2014,A67373,California,Marin,05,310,.,*,.,*,*,*
2014,A67373,California,Orange,05,400,.,.,.,*,*,*
2014,A67373,California,Riverside,05,430,.,*,.,*,*,*
2014,A67373,California,Sacramento,05,440,.,*,*,.,*,*
2014,A67373,California,San Bernardino,05,460,.,.,.,*,*,*
2014,A67373,California,San Francisco,05,480,.,.,.,*,*,*
2014,A67373,California,San Mateo,05,510,.,.,.,*,*,*
2014,A67373,California,Santa Clara,05,530,.,.,.,*,*,*
2014,A67373,California,Ventura,05,660,.,.,.,*,*,*
2014,A67373,Colorado,Arapahoe,06,020,.,.,.,*,*,*
2014,A67373,Colorado,Douglas,06,170,.,.,.,*,*,*
2014,A67373,Colorado,El Paso,06,200,.,.,.,*,*,*
2014,A67373,Colorado,Garfield,06,220,.,.,.,*,*,*
2014,A67373,Colorado,Grand,06,240,.,.,.,*,*,*
2014,A67373,Colorado,Jefferson,06,290,.,.,.,*,*,*
2014,A67373,Colorado,La Plata,06,330,.,.,.,*,*,*
2014,A67373,Colorado,Larimer,06,340,.,.,.,*,*,*
2014,A67373,Colorado,Otero,06,440,.,*,.,*,*,*
2014,A67373,Colorado,Ouray,06,450,.,*,.,.,*,*
2014,A67373,Colorado,Pitkin,06,480,.,.,.,*,*,*
2014,A67373,Connecticut,Fairfield,07,000,.,*,*,*,63.92,66
2014,A67373,Connecticut,Hartford,07,010,.,.,*,*,26.33,27
2014,A67373,Connecticut,Litchfield,07,020,.,.,*,*,*,*
2014,A67373,Connecticut,Middlesex,07,030,.,*,.,*,*,*
2014,A67373,Connecticut,New Haven,07,040,.,.,.,17.92,17.92,19
2014,A67373,Connecticut,New London,07,050,.,*,.,*,*,*
2014,A67373,Connecticut,Tolland,07,060,.,.,.,*,*,*
2014,A67373,Connecticut,Windham,07,070,.,.,.,*,*,*
2014,A67373,Delaware,Kent,08,000,.,.,.,*,*,*
2014,A67373,Delaware,New Castle,08,010,*,.,.,*,14,14
2014,A67373,Delaware,Sussex,08,020,.,.,*,*,12.75,13
2014,A67373,District of Columbia,District of Columbia,09,000,.,*,*,*,*,*
2014,A67373,Florida,Alachua,10,000,.,*,.,*,*,*
2014,A67373,Florida,Bay,10,020,.,.,.,*,*,*
2014,A67373,Florida,Brevard,10,040,.,.,.,14.83,14.83,16
2014,A67373,Florida,Broward,10,050,42.17,178.17,173.08,841.5,1234.92,1287
2014,A67373,Florida,Calhoun,10,060,.,.,.,*,*,*
2014,A67373,Florida,Charlotte,10,070,.,*,.,*,*,*
2014,A67373,Florida,Citrus,10,080,.,.,.,*,*,*
2014,A67373,Florida,Clay,10,090,.,.,.,*,*,*
2014,A67373,Florida,Collier,10,100,.,.,.,*,*,*
2014,A67373,Florida,Miami-Dade,10,120,*,*,42.42,74.67,138.5,149
2014,A67373,Florida,Duval,10,150,*,*,.,*,*,*
2014,A67373,Florida,Escambia,10,160,.,.,.,*,*,*
2014,A67373,Florida,Flagler,10,170,.,.,*,*,*,*
2014,A67373,Florida,Glades,10,210,.,*,*,*,15,15
2014,A67373,Florida,Hardee,10,240,.,.,.,*,*,*
2014,A67373,Florida,Hendry,10,250,*,*,14.67,21,47.08,50
2014,A67373,Florida,Highlands,10,270,.,.,*,*,*,*
2014,A67373,Florida,Hillsborough,10,280,.,*,.,*,14,14
2014,A67373,Florida,Holmes,10,290,.,.,.,*,*,*
2014,A67373,Florida,Indian River,10,300,.,*,.,*,13.17,14
2014,A67373,Florida,Lake,10,340,.,*,.,*,*,*
2014,A67373,Florida,Lee,10,350,.,*,*,*,*,*
2014,A67373,Florida,Leon,10,360,.,*,.,*,*,*
2014,A67373,Florida,Manatee,10,400,.,.,*,*,*,*
2014,A67373,Florida,Marion,10,410,.,*,.,*,*,*
2014,A67373,Florida,Martin,10,420,*,112.42,*,2217.25,2362.5,2418
2014,A67373,Florida,Monroe,10,430,.,*,.,*,*,*
2014,A67373,Florida,Okeechobee,10,460,*,*,*,*,43.42,44
2014,A67373,Florida,Orange,10,470,.,*,*,*,13.75,14
2014,A67373,Florida,Osceola,10,480,.,*,.,*,*,*
2014,A67373,Florida,Palm Beach,10,490,224.83,1543.08,981.5,23738.42,26487.83,27204
2014,A67373,Florida,Pasco,10,500,.,*,.,*,*,*
2014,A67373,Florida,Pinellas,10,510,.,*,.,*,*,*
2014,A67373,Florida,Polk,10,520,*,.,.,*,*,*
2014,A67373,Florida,Putnam,10,530,.,.,.,*,*,*
2014,A67373,Florida,St. Johns,10,540,.,*,.,*,*,*
2014,A67373,Florida,St. Lucie,10,550,*,*,*,261.42,320.08,333
2014,A67373,Florida,Santa Rosa,10,560,.,.,.,*,*,*
2014,A67373,Florida,Sarasota,10,570,.,*,.,*,*,*
2014,A67373,Florida,Seminole,10,580,.,*,.,*,*,*
2014,A67373,Florida,Sumter,10,590,.,*,.,*,*,*
2014,A67373,Florida,Suwannee,10,600,.,*,.,.,*,*
2014,A67373,Florida,Volusia,10,630,.,*,*,*,11.17,12
2014,A67373,Florida,Wakulla,10,640,.,.,.,*,*,*
2014,A67373,Georgia,Appling,11,000,.,*,.,.,*,*
2014,A67373,Georgia,Ben Hill,11,070,.,.,.,*,*,*
2014,A67373,Georgia,Bleckley,11,100,.,.,.,*,*,*
2014,A67373,Georgia,Camden,11,170,.,.,.,*,*,*
2014,A67373,Georgia,Chatham,11,220,.,.,.,*,*,*
2014,A67373,Georgia,Clayton,11,280,.,.,*,.,*,*
2014,A67373,Georgia,Cobb,11,290,.,*,.,*,*,*
2014,A67373,Georgia,Coweta,11,320,.,.,.,*,*,*
2014,A67373,Georgia,Dade,11,341,.,.,*,*,*,*
2014,A67373,Georgia,DeKalb,11,370,.,*,*,*,*,*
2014,A67373,Georgia,Fannin,11,450,.,.,.,*,*,*
2014,A67373,Georgia,Fayette,11,451,.,.,.,*,*,*
2014,A67373,Georgia,Fulton,11,470,.,.,.,*,*,*
2014,A67373,Georgia,Glynn,11,490,.,.,.,*,*,*
2014,A67373,Georgia,Gwinnett,11,530,.,.,*,*,*,*
2014,A67373,Georgia,Hall,11,550,.,*,.,.,*,*
2014,A67373,Georgia,Hancock,11,560,.,.,.,*,*,*
2014,A67373,Georgia,Henry,11,591,.,.,.,*,*,*
2014,A67373,Georgia,Lamar,11,651,.,.,.,*,*,*
2014,A67373,Georgia,Lowndes,11,700,.,.,*,*,*,*
2014,A67373,Georgia,Lumpkin,11,701,.,.,.,*,*,*
2014,A67373,Georgia,McDuffie,11,702,.,.,.,*,*,*
2014,A67373,Georgia,Paulding,11,810,.,.,.,*,*,*
2014,A67373,Georgia,Pickens,11,812,.,.,.,*,*,*
2014,A67373,Georgia,Pike,11,821,.,.,.,*,*,*
2014,A67373,Georgia,Rockdale,11,841,.,.,.,*,*,*
2014,A67373,Georgia,Tift,11,900,.,*,.,.,*,*
2014,A67373,Georgia,Towns,11,902,.,.,.,*,*,*
2014,A67373,Georgia,Union,11,913,.,.,.,*,*,*
2014,A67373,Georgia,Wayne,11,960,.,*,.,.,*,*
2014,A67373,Georgia,White,11,963,.,.,.,*,*,*
2014,A67373,Hawaii,Hawaii,12,010,.,.,.,*,*,*
2014,A67373,Idaho,Blaine,13,060,.,.,.,*,*,*
2014,A67373,Illinois,Bond,14,020,.,.,.,*,*,*
2014,A67373,Illinois,Cook,14,141,*,*,.,*,56.17,59
2014,A67373,Illinois,DuPage,14,250,.,.,.,*,*,*
2014,A67373,Illinois,Kane,14,530,.,*,.,.,*,*
2014,A67373,Illinois,Lake,14,570,.,.,.,20.75,20.75,21
2014,A67373,Illinois,Lawrence,14,590,.,.,.,*,*,*
2014,A67373,Illinois,McHenry,14,640,.,.,.,*,*,*
2014,A67373,Illinois,McLean,14,650,.,.,.,*,*,*
2014,A67373,Illinois,Madison,14,680,.,.,.,*,*,*
2014,A67373,Illinois,Ogle,14,790,.,.,.,*,*,*
2014,A67373,Illinois,Rock Island,14,890,.,.,.,*,*,*
2014,A67373,Illinois,St. Clair,14,900,.,*,.,.,*,*
2014,A67373,Illinois,Will,14,989,.,.,.,*,*,*
2014,A67373,Illinois,Winnebago,14,991,.,.,.,*,*,*
2014,A67373,Indiana,Allen,15,010,.,.,.,*,*,*
2014,A67373,Indiana,Boone,15,050,.,.,.,*,*,*
2014,A67373,Indiana,Cass,15,080,.,.,.,*,*,*
2014,A67373,Indiana,De Kalb,15,160,.,.,.,*,*,*
2014,A67373,Indiana,Elkhart,15,190,.,.,*,*,*,*
2014,A67373,Indiana,Floyd,15,210,.,.,.,*,*,*
2014,A67373,Indiana,Hamilton,15,280,.,.,.,*,*,*
2014,A67373,Indiana,Lake,15,440,.,.,.,*,*,*
2014,A67373,Indiana,La Porte,15,450,.,.,.,*,*,*
2014,A67373,Indiana,Marion,15,480,.,*,.,*,*,*
2014,A67373,Indiana,St. Joseph,15,700,.,.,.,*,*,*
2014,A67373,Indiana,Shelby,15,720,.,.,.,*,*,*
2014,A67373,Indiana,Vanderburgh,15,810,.,.,.,*,*,*
2014,A67373,Indiana,Vigo,15,830,.,.,.,*,*,*
2014,A67373,Indiana,Warrick,15,860,.,.,.,*,*,*
2014,A67373,Iowa,Black Hawk,16,060,.,.,.,*,*,*
2014,A67373,Iowa,Johnson,16,510,.,.,.,*,*,*
2014,A67373,Iowa,Muscatine,16,690,.,.,.,*,*,*
2014,A67373,Iowa,Polk,16,760,.,.,.,*,*,*
2014,A67373,Iowa,Scott,16,810,.,.,.,*,*,*
2014,A67373,Kansas,Harvey,17,390,.,.,.,*,*,*
2014,A67373,Kansas,Johnson,17,450,.,.,.,*,*,*
2014,A67373,Kansas,Sedgwick,17,860,.,.,.,*,*,*
2014,A67373,Kentucky,Calloway,18,170,.,.,.,*,*,*
2014,A67373,Kentucky,Campbell,18,180,.,.,.,*,*,*
2014,A67373,Kentucky,Fayette,18,330,.,.,.,*,*,*
2014,A67373,Kentucky,Jefferson,18,550,.,.,.,*,*,*
2014,A67373,Kentucky,Jessamine,18,560,.,.,.,*,*,*
2014,A67373,Kentucky,Kenton,18,580,.,.,.,*,*,*
2014,A67373,Kentucky,McCracken,18,720,.,*,.,*,*,*
2014,A67373,Kentucky,Perry,18,960,.,*,.,.,*,*
2014,A67373,Kentucky,Pike,18,970,.,.,.,*,*,*
2014,A67373,Maine,Androscoggin,20,000,.,.,.,*,*,*
2014,A67373,Maine,Aroostook,20,010,.,.,.,*,*,*
2014,A67373,Maine,Cumberland,20,020,.,.,.,*,*,*
2014,A67373,Maine,Franklin,20,030,.,*,.,*,*,*
2014,A67373,Maine,Hancock,20,040,.,.,*,*,*,*
2014,A67373,Maine,Kennebec,20,050,.,.,.,*,*,*
2014,A67373,Maine,Knox,20,060,.,.,.,*,*,*
2014,A67373,Maine,Lincoln,20,070,.,.,.,*,*,*
2014,A67373,Maine,Penobscot,20,090,.,.,.,*,*,*
2014,A67373,Maine,Washington,20,140,.,.,*,.,*,*
2014,A67373,Maine,York,20,150,.,*,*,*,11,11
2014,A67373,Maryland,Anne Arundel,21,010,.,*,.,*,*,*
2014,A67373,Maryland,Baltimore,21,020,.,.,.,16,16,16
2014,A67373,Maryland,Baltimore City,21,030,.,.,.,*,*,*
2014,A67373,Maryland,Cecil,21,070,.,.,.,*,*,*
2014,A67373,Maryland,Frederick,21,100,.,.,.,*,*,*
2014,A67373,Maryland,Howard,21,130,.,.,.,*,*,*
2014,A67373,Maryland,Montgomery,21,150,.,.,*,*,30.58,31
2014,A67373,Maryland,Prince George's,21,160,.,.,.,*,*,*
2014,A67373,Maryland,Talbot,21,200,.,.,.,*,*,*
2014,A67373,Maryland,Washington,21,210,.,.,.,*,*,*
2014,A67373,Maryland,Worcester,21,230,.,.,.,*,*,*
2014,A67373,Massachusetts,Barnstable,22,000,.,*,.,*,32.58,33
2014,A67373,Massachusetts,Berkshire,22,010,.,*,.,*,12.67,13
2014,A67373,Massachusetts,Bristol,22,020,.,.,.,12,12,12
2014,A67373,Massachusetts,Dukes,22,030,.,.,.,*,*,*
2014,A67373,Massachusetts,Essex,22,040,.,*,*,*,27.08,28
2014,A67373,Massachusetts,Hampden,22,070,*,.,*,*,13,13
2014,A67373,Massachusetts,Hampshire,22,080,.,.,.,*,*,*
2014,A67373,Massachusetts,Middlesex,22,090,.,.,.,37.58,37.58,38
2014,A67373,Massachusetts,Nantucket,22,120,.,.,.,*,*,*
2014,A67373,Massachusetts,Norfolk,22,130,.,*,*,*,15,15
2014,A67373,Massachusetts,Plymouth,22,150,*,*,.,*,13,13
2014,A67373,Massachusetts,Suffolk,22,160,.,.,.,*,*,*
2014,A67373,Massachusetts,Worcester,22,170,.,*,.,*,19.5,20
2014,A67373,Michigan,Allegan,23,020,.,.,.,*,*,*
2014,A67373,Michigan,Barry,23,070,.,*,.,.,*,*
2014,A67373,Michigan,Bay,23,080,.,.,.,*,*,*
2014,A67373,Michigan,Calhoun,23,120,.,.,.,*,*,*
2014,A67373,Michigan,Charlevoix,23,140,.,.,.,*,*,*
2014,A67373,Michigan,Chippewa,23,160,.,.,.,*,*,*
2014,A67373,Michigan,Crawford,23,190,.,.,.,*,*,*
2014,A67373,Michigan,Delta,23,200,.,.,.,*,*,*
2014,A67373,Michigan,Emmet,23,230,.,.,.,*,*,*
2014,A67373,Michigan,Genesee,23,240,.,.,.,*,*,*
2014,A67373,Michigan,Gladwin,23,250,.,.,.,*,*,*
2014,A67373,Michigan,Grand Traverse,23,270,.,.,.,*,*,*
2014,A67373,Michigan,Houghton,23,300,.,.,.,*,*,*
2014,A67373,Michigan,Huron,23,310,.,.,.,*,*,*
2014,A67373,Michigan,Ingham,23,320,.,.,.,*,*,*
2014,A67373,Michigan,Jackson,23,370,.,.,.,*,*,*
2014,A67373,Michigan,Kalamazoo,23,380,.,.,.,*,*,*
2014,A67373,Michigan,Kent,23,400,.,.,.,*,*,*
2014,A67373,Michigan,Lapeer,23,430,.,.,.,*,*,*
2014,A67373,Michigan,Leelanau,23,440,.,.,.,*,*,*
2014,A67373,Michigan,Livingston,23,460,.,.,.,*,*,*
2014,A67373,Michigan,Macomb,23,490,.,.,.,12,12,12
2014,A67373,Michigan,Marquette,23,510,.,.,.,*,*,*
2014,A67373,Michigan,Missaukee,23,560,.,.,.,*,*,*
2014,A67373,Michigan,Monroe,23,570,.,.,.,*,*,*
2014,A67373,Michigan,Muskegon,23,600,.,.,.,*,*,*
2014,A67373,Michigan,Oakland,23,620,*,*,.,*,36.75,38
2014,A67373,Michigan,Ogemaw,23,640,.,.,.,*,*,*
2014,A67373,Michigan,Otsego,23,680,.,.,.,*,*,*
2014,A67373,Michigan,Ottawa,23,690,.,.,*,*,*,*
2014,A67373,Michigan,Saginaw,23,720,.,.,.,*,*,*
2014,A67373,Michigan,St. Clair,23,730,.,.,.,*,*,*
2014,A67373,Michigan,Washtenaw,23,800,.,.,.,*,*,*
2014,A67373,Michigan,Wayne,23,810,.,.,.,13,13,13
2014,A67373,Minnesota,Anoka,24,010,.,.,.,*,*,*
2014,A67373,Minnesota,Cass,24,100,.,.,.,*,*,*
2014,A67373,Minnesota,Dakota,24,180,.,.,.,*,*,*
2014,A67373,Minnesota,Hennepin,24,260,.,.,.,*,*,*
2014,A67373,Minnesota,Nicollet,24,510,.,.,.,*,*,*
2014,A67373,Minnesota,Ramsey,24,610,.,.,.,*,*,*
2014,A67373,Minnesota,St. Louis,24,680,.,.,.,*,*,*
2014,A67373,Minnesota,Wright,24,850,.,.,.,*,*,*
2014,A67373,Mississippi,Harrison,25,230,.,.,.,*,*,*
2014,A67373,Missouri,Boone,26,090,.,.,.,*,*,*
2014,A67373,Missouri,Cole,26,250,.,.,.,*,*,*
2014,A67373,Missouri,Pettis,26,790,.,.,.,*,*,*
2014,A67373,Missouri,St. Louis,26,940,*,*,.,*,*,*
2014,A67373,Missouri,St. Louis City,26,950,.,*,.,*,*,*
2014,A67373,Missouri,Taney,26,988,.,.,.,*,*,*
2014,A67373,Montana,Gallatin,27,150,.,.,.,*,*,*
2014,A67373,Montana,Lake,27,230,.,.,.,*,*,*
2014,A67373,Nebraska,Adams,28,000,.,.,.,*,*,*
2014,A67373,Nebraska,Dodge,28,260,.,.,.,*,*,*
2014,A67373,Nevada,Clark,29,010,.,*,.,*,*,*
2014,A67373,Nevada,Douglas,29,020,.,.,.,*,*,*
2014,A67373,Nevada,Washoe,29,150,.,*,.,*,*,*
2014,A67373,New Hampshire,Belknap,30,000,.,.,.,*,*,*
2014,A67373,New Hampshire,Carroll,30,010,.,.,.,*,*,*
2014,A67373,New Hampshire,Cheshire,30,020,.,.,.,*,*,*
2014,A67373,New Hampshire,Grafton,30,040,.,.,.,*,*,*
2014,A67373,New Hampshire,Hillsborough,30,050,.,.,*,*,*,*
2014,A67373,New Hampshire,Merrimack,30,060,.,.,.,*,*,*
2014,A67373,New Hampshire,Rockingham,30,070,.,.,.,*,*,*
2014,A67373,New Hampshire,Strafford,30,080,.,.,.,*,*,*
2014,A67373,New Hampshire,Sullivan,30,090,.,.,.,*,*,*
2014,A67373,New Jersey,Atlantic,31,000,.,.,*,*,15,15
2014,A67373,New Jersey,Bergen,31,100,.,*,.,*,85.08,87
2014,A67373,New Jersey,Burlington,31,150,.,.,.,*,*,*
2014,A67373,New Jersey,Camden,31,160,.,.,*,*,18,18
2014,A67373,New Jersey,Cape May,31,180,.,.,.,*,*,*
2014,A67373,New Jersey,Cumberland,31,190,.,.,.,*,*,*
2014,A67373,New Jersey,Essex,31,200,.,*,.,*,37.17,38
2014,A67373,New Jersey,Gloucester,31,220,.,*,.,*,*,*
2014,A67373,New Jersey,Hudson,31,230,.,.,.,*,*,*
2014,A67373,New Jersey,Hunterdon,31,250,.,.,.,*,*,*
2014,A67373,New Jersey,Mercer,31,260,.,.,.,*,*,*
2014,A67373,New Jersey,Middlesex,31,270,.,*,*,*,80.33,82
2014,A67373,New Jersey,Monmouth,31,290,.,*,.,*,39.67,41
2014,A67373,New Jersey,Morris,31,300,*,.,*,*,34.33,35
2014,A67373,New Jersey,Ocean,31,310,.,.,.,47,47,47
2014,A67373,New Jersey,Passaic,31,320,.,*,*,*,22.25,23
2014,A67373,New Jersey,Somerset,31,350,.,*,.,*,11.58,13
2014,A67373,New Jersey,Sussex,31,360,.,.,.,*,*,*
2014,A67373,New Jersey,Union,31,370,*,*,*,*,17,17
2014,A67373,New Jersey,Warren,31,390,.,*,.,*,*,*
2014,A67373,New York,Albany,33,000,.,.,.,*,*,*
2014,A67373,New York,Bronx,33,020,.,.,.,12,12,12
2014,A67373,New York,Broome,33,030,.,*,.,*,*,*
2014,A67373,New York,Cattaraugus,33,040,.,.,.,*,*,*
2014,A67373,New York,Cayuga,33,050,.,.,.,*,*,*
2014,A67373,New York,Chemung,33,070,.,*,.,*,*,*
2014,A67373,New York,Chenango,33,080,.,.,.,*,*,*
2014,A67373,New York,Clinton,33,090,.,.,.,*,*,*
2014,A67373,New York,Columbia,33,200,.,.,.,*,*,*
2014,A67373,New York,Cortland,33,210,.,.,.,*,*,*
2014,A67373,New York,Delaware,33,220,.,*,.,*,*,*
2014,A67373,New York,Dutchess,33,230,.,.,.,11,11,11
2014,A67373,New York,Erie,33,240,.,.,.,18.33,18.33,19
2014,A67373,New York,Essex,33,260,.,.,.,*,*,*
2014,A67373,New York,Fulton,33,280,.,.,.,*,*,*
2014,A67373,New York,Greene,33,300,.,.,.,*,*,*
2014,A67373,New York,Herkimer,33,320,.,*,.,*,*,*
2014,A67373,New York,Jefferson,33,330,.,.,.,*,*,*
2014,A67373,New York,Kings,33,331,.,*,*,*,54.67,56
2014,A67373,New York,Livingston,33,350,.,.,.,*,*,*
2014,A67373,New York,Madison,33,360,.,.,.,*,*,*
2014,A67373,New York,Monroe,33,370,.,.,.,12,12,12
2014,A67373,New York,Nassau,33,400,*,*,*,*,194.83,199
2014,A67373,New York,New York,33,420,.,*,.,*,63.33,64
2014,A67373,New York,Niagara,33,500,.,.,.,*,*,*
2014,A67373,New York,Oneida,33,510,.,.,.,*,*,*
2014,A67373,New York,Onondaga,33,520,.,*,.,*,23,23
2014,A67373,New York,Orange,33,540,.,.,.,*,*,*
2014,A67373,New York,Otsego,33,570,.,.,.,*,*,*
2014,A67373,New York,Putnam,33,580,.,.,.,*,*,*
2014,A67373,New York,Queens,33,590,.,*,*,*,78.67,80
2014,A67373,New York,Richmond,33,610,.,*,.,*,29.25,31
2014,A67373,New York,Rockland,33,620,.,.,.,39,39,39
2014,A67373,New York,Saratoga,33,640,.,.,.,*,*,*
2014,A67373,New York,Schenectady,33,650,.,.,.,*,*,*
2014,A67373,New York,Schuyler,33,670,.,.,.,*,*,*
2014,A67373,New York,Suffolk,33,700,*,*,*,*,151.33,153
2014,A67373,New York,Sullivan,33,710,.,.,.,25,25,25
2014,A67373,New York,Tioga,33,720,.,.,.,*,*,*
2014,A67373,New York,Ulster,33,740,.,.,.,*,*,*
2014,A67373,New York,Warren,33,750,.,.,.,*,*,*
2014,A67373,New York,Wayne,33,770,.,.,.,*,*,*
2014,A67373,New York,Westchester,33,800,.,*,.,*,79.75,82
2014,A67373,New York,Yates,33,910,.,.,.,*,*,*
2014,A67373,North Carolina,Alamance,34,000,.,.,.,*,*,*
2014,A67373,North Carolina,Alleghany,34,020,.,.,.,*,*,*
2014,A67373,North Carolina,Brunswick,34,090,.,.,.,*,*,*
2014,A67373,North Carolina,Buncombe,34,100,.,.,.,*,*,*
2014,A67373,North Carolina,Burke,34,110,.,.,.,*,*,*
2014,A67373,North Carolina,Cabarrus,34,120,.,.,.,*,*,*
2014,A67373,North Carolina,Chatham,34,180,.,.,.,*,*,*
2014,A67373,North Carolina,Cherokee,34,190,.,.,.,*,*,*
2014,A67373,North Carolina,Durham,34,310,.,.,.,*,*,*
2014,A67373,North Carolina,Forsyth,34,330,.,.,.,*,*,*
2014,A67373,North Carolina,Guilford,34,400,.,.,.,*,*,*
2014,A67373,North Carolina,Haywood,34,430,.,.,.,*,*,*
2014,A67373,North Carolina,Henderson,34,440,.,.,.,*,*,*
2014,A67373,North Carolina,Iredell,34,480,.,.,.,*,*,*
2014,A67373,North Carolina,Jackson,34,490,.,.,.,*,*,*
2014,A67373,North Carolina,Macon,34,560,.,.,.,*,*,*
2014,A67373,North Carolina,Mecklenburg,34,590,.,.,.,*,*,*
2014,A67373,North Carolina,New Hanover,34,640,.,.,.,*,*,*
2014,A67373,North Carolina,Orange,34,670,.,.,.,*,*,*
2014,A67373,North Carolina,Person,34,720,.,.,.,*,*,*
2014,A67373,North Carolina,Polk,34,740,.,.,.,*,*,*
2014,A67373,North Carolina,Rowan,34,790,.,.,.,*,*,*
2014,A67373,North Carolina,Rutherford,34,800,.,.,.,*,*,*
2014,A67373,North Carolina,Sampson,34,810,.,.,.,*,*,*
2014,A67373,North Carolina,Transylvania,34,870,.,.,.,*,*,*
2014,A67373,North Carolina,Wake,34,910,.,.,*,*,*,*
2014,A67373,North Carolina,Watauga,34,940,.,.,.,*,*,*
2014,A67373,North Carolina,Yadkin,34,980,.,*,.,.,*,*
2014,A67373,North Carolina,Yancey,34,981,.,.,.,*,*,*
2014,A67373,North Dakota,Ward,35,500,.,.,.,*,*,*
2014,A67373,North Dakota,Williams,35,520,.,.,.,*,*,*
2014,A67373,Ohio,Ashland,36,020,.,.,.,*,*,*
2014,A67373,Ohio,Cuyahoga,36,170,.,.,.,18,18,18
2014,A67373,Ohio,Delaware,36,210,.,.,.,*,*,*
2014,A67373,Ohio,Fairfield,36,230,.,.,.,*,*,*
2014,A67373,Ohio,Franklin,36,250,.,.,.,*,*,*
2014,A67373,Ohio,Gallia,36,270,.,.,.,*,*,*
2014,A67373,Ohio,Geauga,36,280,.,.,.,*,*,*
2014,A67373,Ohio,Hamilton,36,310,.,.,.,*,*,*
2014,A67373,Ohio,Jackson,36,410,.,*,.,.,*,*
2014,A67373,Ohio,Licking,36,460,.,.,.,*,*,*
2014,A67373,Ohio,Lorain,36,480,.,.,.,*,*,*
2014,A67373,Ohio,Lucas,36,490,.,.,.,*,*,*
2014,A67373,Ohio,Medina,36,530,.,.,.,*,*,*
2014,A67373,Ohio,Miami,36,560,.,.,.,*,*,*
2014,A67373,Ohio,Monroe,36,570,.,.,.,*,*,*
2014,A67373,Ohio,Montgomery,36,580,.,.,.,*,*,*
2014,A67373,Ohio,Noble,36,620,.,.,.,*,*,*
2014,A67373,Ohio,Ottawa,36,630,.,.,.,*,*,*
2014,A67373,Ohio,Paulding,36,640,.,.,.,*,*,*
2014,A67373,Ohio,Stark,36,770,.,.,.,*,*,*
2014,A67373,Ohio,Summit,36,780,.,.,.,*,*,*
2014,A67373,Ohio,Wood,36,880,.,.,.,*,*,*
2014,A67373,Oklahoma,Rogers,37,650,.,.,.,*,*,*
2014,A67373,Oregon,Clackamas,38,020,.,.,.,*,*,*
2014,A67373,Oregon,Lane,38,190,.,.,.,*,*,*
2014,A67373,Pennsylvania,Allegheny,39,010,.,.,.,24,24,24
2014,A67373,Pennsylvania,Armstrong,39,070,.,.,.,*,*,*
2014,A67373,Pennsylvania,Berks,39,110,.,.,.,*,*,*
2014,A67373,Pennsylvania,Bradford,39,130,.,.,.,*,*,*
2014,A67373,Pennsylvania,Bucks,39,140,.,*,*,*,13.25,14
2014,A67373,Pennsylvania,Butler,39,150,.,.,.,*,*,*
2014,A67373,Pennsylvania,Cambria,39,160,.,.,.,*,*,*
2014,A67373,Pennsylvania,Carbon,39,190,.,*,.,.,*,*
2014,A67373,Pennsylvania,Chester,39,210,.,.,.,11,11,11
2014,A67373,Pennsylvania,Cumberland,39,270,.,*,*,*,*,*
2014,A67373,Pennsylvania,Dauphin,39,280,.,.,.,*,*,*
2014,A67373,Pennsylvania,Delaware,39,290,.,.,.,*,*,*
2014,A67373,Pennsylvania,Elk,39,310,.,.,.,*,*,*
2014,A67373,Pennsylvania,Jefferson,39,400,.,.,.,*,*,*
2014,A67373,Pennsylvania,Lancaster,39,440,.,.,.,*,*,*
2014,A67373,Pennsylvania,Lebanon,39,460,.,.,.,*,*,*
2014,A67373,Pennsylvania,Lehigh,39,470,.,*,.,*,*,*
2014,A67373,Pennsylvania,Luzerne,39,480,.,.,.,*,*,*
2014,A67373,Pennsylvania,Mercer,39,530,.,.,.,*,*,*
